node_id,x_coord,y_coord,floor,building,node_type,long_name,short_name,team_assigned,x_coord_3d,y_coord_3d
IHALL00903,2649,1075,3,45 Francis,HALL,Hallway Node 9,H9,Team I,2376,1559
IHALL01003,2772,1075,3,45 Francis,HALL,Hallway Node 10,H10,Team I,2462,1591
IHALL01103,2922,1075,3,45 Francis,HALL,Hallway Node 11,H11,Team I,2573,1630
IHALL01203,2220,1034,3,45 Francis,HALL,Hallway Node 12,H12,Team I,2080,1425
IHALL01303,2323,1034,3,45 Francis,HALL,Hallway Node 13,H13,Team I,2149,1451
IHALL01403,2323,993,3,45 Francis,HALL,Hallway Node 14,H14,Team I,2166,1430
IHALL01503,2220,944,3,45 Francis,HALL,Hallway Node 15,H15,Team I,2114,1376
IHALL01603,2252,851,3,45 Francis,HALL,Hallway Node 16,H16,Team I,2172,1337
IHALL01703,2323,851,3,45 Francis,HALL,Hallway Node 17,H17,Team I,2215,1352
IHALL01803,2362,851,3,45 Francis,HALL,Hallway Node 18,H18,Team I,2248,1364
IHALL01903,2492,851,3,45 Francis,HALL,Hallway Node 19,H19,Team I,2347,1400
IHALL02003,2597,851,3,45 Francis,HALL,Hallway Node 20,H20,Team I,2422,1428
IHALL02203,2362,764,3,45 Francis,HALL,Hallway Node 22,H22,Team I,2280,1317
IREST00103,2255,1255,3,45 Francis,REST,Restroom 1 - Family,R1,Team I,1985,1538
IREST00203,2570,1257,3,45 Francis,REST,Restroom 2,R2,Team I,2252,1639
IREST00303,2745,1147,3,45 Francis,REST,Restroom 3,R3,Team I,2411,1628
IREST00403,2300,1018,3,45 Francis,REST,Restroom 4 - M wheelchair,R4,Team I,2142,1434
IREST00503,2277,995,3,45 Francis,REST,Restroom 5 - F wheelchair,R5,Team I,2117,1415
IDEPT00103,2323,1328,3,45 Francis,DEPT,Center for Infertility and Reproductive Surgery,D1,Team I,2049,1607
IDEPT00203,2448,1328,3,45 Francis,DEPT,Gynecology Oncology MIGS,D2,Team I,2139,1640
IDEPT00303,2730,1315,3,45 Francis,DEPT,General Surgical Specialties Suite A,D3,Team I,2349,1712
IDEPT00403,2738,1227,3,45 Francis,DEPT,General Surgical Specialties Suite B,D4,Team I,2387,1668
IDEPT00503,2868,1075,3,45 Francis,DEPT,Urology,D5,Team I,2529,1616
IDEPT00603,2333,764,3,45 Francis,DEPT,Maternal Fetal Practice,D6,Team I,2260,1304
IDEPT00703,2400,764,3,45 Francis,DEPT,Obstetrics,D7,Team I,2305,1319
IDEPT00803,2492,887,3,45 Francis,DEPT,Fetal Med & Genetics,D8,Team I,2330,1422
IDEPT00903,2631,851,3,45 Francis,DEPT,Gynecology,D9,Team I,2442,1435
WELEV00E01,3265,830,1,45 Francis,ELEV,Elevator E Floor 1,Elevator E1,Team E,2902,1634
WELEV00E02,3235,880,2,45 Francis,ELEV,Elevator E Floor 2,Elevator E2,Team B,2865,1609
WELEV00F01,3050,980,1,45 Francis,ELEV,Elevator F Floor 1,Elevator F1,Team E,2690,1666
WELEV00F02,3075,960,2,45 Francis,ELEV,Elevator F Floor 2,Elevator F2,Team B,2723,1641
WELEV00G01,2935,900,1,45 Francis,ELEV,Elevator G Floor 1,Elevator G1,Team E,2632,1596
WELEV00G02,2945,870,2,45 Francis,ELEV,Elevator G Floor 2,Elevator G2,Team B,2663,1534
WELEV00HL1,2715,1070,L1,45 Francis,ELEV,Elevator H Floor L1,Elevator HL1,Team C,2419,1648
WELEV00H01,2735,1070,1,45 Francis,ELEV,Elevator H Floor 1,Elevator H1,Team E,2427,1619
WELEV00H02,2725,1065,2,45 Francis,ELEV,Elevator H Floor 2,Elevator H2,Team B,2416,1614
WELEV00H03,2715,1075,3,45 Francis,ELEV,Elevator H Floor 3,Elevator H3,Team I,2420,1565
WELEV00JL2,2360,805,L2,45 Francis,ELEV,Elevator J Floor L2,Elevator JL2,Team C,2264,1435
WELEV00JL1,2360,800,L1,45 Francis,ELEV,Elevator J Floor L1,Elevator JL1,Team C,2268,1409
WELEV00J01,2385,810,1,45 Francis,ELEV,Elevator J Floor 1,Elevator J1,Team E,2262,1391
WELEV00J02,2385,800,2,45 Francis,ELEV,Elevator J Floor 2,Elevator J2,Team B,2269,1367
WELEV00J03,2365,800,3,45 Francis,ELEV,Elevator J Floor 3,Elevator J3,Team I,2263,1335
WELEV00KL2,2215,975,L2,45 Francis,ELEV,Elevator K Floor L2,Elevator KL2,Team C,2097,1494
WELEV00KL1,2220,975,L1,45 Francis,ELEV,Elevator K Floor L1,Elevator KL1,Team C,2098,1474
WELEV00K01,2240,985,1,45 Francis,ELEV,Elevator K Floor 1,Elevator K1,Team E,2093,1448
WELEV00K02,2240,965,2,45 Francis,ELEV,Elevator K Floor 2,Elevator K2,Team B,2099,1418
WELEV00K03,2220,985,3,45 Francis,ELEV,Elevator K Floor 3,Elevator K3,Team I,2095,1394
WELEV00LL2,1785,925,L2,Tower,ELEV,Elevator L Floor L2,Elevator LL2,Team C,1804,1340
WELEV00LL1,1785,925,L1,Tower,ELEV,Elevator L Floor L1,Elevator LL1,Team C,1804,1315
WELEV00L01,1810,930,1,Tower,ELEV,Elevator L Floor 1,Elevator L1,Team F,1806,1290
WELEV00L02,1805,925,2,Tower,ELEV,Elevator L Floor 2,Elevator L2,Team H,1804,1261
WELEV00L03,1790,925,3,Tower,ELEV,Elevator L Floor 3,Elevator L3,Team H,1804,1233
WELEV00ML2,1820,1280,L2,Tower,ELEV,Elevator M Floor L2,Elevator ML2,Team C,1699,1537
WELEV00ML1,1820,1285,L1,Tower,ELEV,Elevator M Floor L1,Elevator ML1,Team C,1694,1514
WELEV00M01,1810,1280,1,Tower,ELEV,Elevator M Floor 1,Elevator M1,Team F,1669,1481
WELEV00M02,1825,1280,2,Tower,ELEV,Elevator M Floor 2,Elevator M2,Team H,1682,1458
WELEV00M03,1815,1290,3,Tower,ELEV,Elevator M Floor 3,Elevator M3,Team H,1706,1440
WHALL001L2,1745,1525,L2,Tower,HALL,Hallway Connector 1 Floor L2,Hallway W01L2,Team C,1555,1665
WHALL002L2,1745,1540,L2,Shapiro,HALL,Hallway Connector 2 Floor L2,Hallway W02L2,Team G,1547,1681
WHALL00101,2160,910,1,45 Francis,HALL,Hallway Connector 1 Floor 1,Hallway W0101,Team F,2042,1381
WHALL00201,2175,910,1,45 Francis,HALL,Hallway Connector 2 Floor 1,Hallway W0201,Team E,2061,1388
WHALL00103,2060,1290,3,45 Francis,HALL,Hallway Connector 1 Floor 3,Hallway W0103,Team H,1869,1514
WHALL00203,2080,1290,3,45 Francis,HALL,Hallway Connector 2 Floor 3,Hallway W0203,Team I,1886,1524
WHALL00102,3345,865,2,45 Francis,HALL,Hallway Connector 1 Floor 2,Hallway W0102,Team B,2943,1665
WHALL00202,3360,860,2,15 Francis,HALL,Hallway Connector 2 Floor 2,Hallway W0202,Team D,2959,1662
WHALL00302,2085,900,2,45 Francis,HALL,Hallway Connector 3 Floor 2,Hallway W0302,Team H,2017,1338
WHALL00402,2105,900,2,45 Francis,HALL,Hallway Connector 4 Floor 2,Hallway W0402,Team B,2032,1343
WHALL00502,2085,1280,2,45 Francis,HALL,Hallway Connector 5 Floor 2,Hallway W0502,Team H,1912,1559
WHALL00602,2105,1280,2,45 Francis,HALL,Hallway Connector 6 Floor 2,Hallway W0602,Team B,1930,1565
WHALL00702,1740,1500,2,Tower,HALL,Hallway Connector 7 Floor 2,Hallway W0702,Team H,1547,1556
WHALL00802,1720,1745,2,Shapiro,HALL,Hallway Connector 8 Floor 2,Hallway W0802,Team G,1456,1693
WHALL00902,1690,2240,2,Shapiro,HALL,Hallway Connector 9 Floor 2,Hallway W0902,Team G,1256,1974
WHALL01002,1690,2455,2,BTM,HALL,Hallway Connector 10 Floor 2,Hallway W1002,Team A,1186,2085
BHALL05901,959,2497,1,TransMed,HALL,Corner,CRN,S,713,1935
BHALL06001,964,3101,1,TransMed,HALL,Corner2,CRN,S,508,2184
BHALL06101,1736,3091,1,TransMed,HALL,Corner3,CRN,S,1003,2354
BHALL06201,1722,2474,1,TransMed,HALL,Corner,CRN,S,1182,2088
BHALL06301,1153,2241,1,Shapiro,HALL,Corner,CRN,S,844,1806
BHALL06401,1763,2266,1,Shapiro,HALL,Corner,CRN,S,1274,1979
BHALL06501,1775,2799,1,Shapiro,HALL,Corner,CRN,S,1127,2225
BHALL06601,1168,1768,1,Shapiro,HALL,Corner,CRN,S,1031,1581
BHALL06801,1566,691,1,Tower,HALL,Corner,CRN,S,1707,1096
BHALL06901,1142,679,1,BinSt,HALL,Corner,CRN,S,1401,933
BHALL07001,1130,1197,1,BinSt,HALL,Corner,CRN,S,1237,1227
BHALL07101,1370,670,1,Tower,HALL,Corner,CRN,S,1470,1109
BHALL07201,1370,1340,1,75Francis,HALL,Corner,CRN,S,1357,1374
BHALL07301,1704,2049,1,Shapiro,HALL,TestLoc,CRN,S,1332,1825
BHALL07401,1699,2042,1,Shapiro,HALL,TestLoc,CRN,S,1328,1845
BHALL07501,1644,1974,1,Shapiro,HALL,TestLoc,CRN,S,1192,1791
BHALL07601,1733,1876,1,Shapiro,HALL,asdfsadf,CRN,S,1368,1800
